trial_id,candidate_rank,campaign_id,search_phase,variables_json,stage,task,outer_fold_index,outer_holdout_parent_case_id,inner_fold_index,seed,raw_expression,complexity,loss,score,raw_candidate_json,machine_protocol_sha256,execution_supplement_sha256,shape_expansion_decision_sha256
peak_q_d__outer00__inner00__seed2026082302,4,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082302,(q + (1.5021708 / d)) + 0.20334238,8,0.03483628,0.06705162204739508,"{""complexity"": 8, ""loss"": 0.03483628, ""raw_expression"": ""(q + (1.5021708 / d)) + 0.20334238"", ""score"": 0.06705162204739508}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082302,5,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082302,exp(sqrt(q / d)),9,0.027603991,0.23269900874178187,"{""complexity"": 9, ""loss"": 0.027603991, ""raw_expression"": ""exp(sqrt(q / d))"", ""score"": 0.23269900874178187}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082302,6,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082302,((q / d) + 0.6199411) + (q * 0.9729468),10,0.015051948,0.6064529456837812,"{""complexity"": 10, ""loss"": 0.015051948, ""raw_expression"": ""((q / d) + 0.6199411) + (q * 0.9729468)"", ""score"": 0.6064529456837812}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082302,7,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082302,((q * 1.4973984) + (d + q)) / (d + 0.33993348),12,0.014207222,0.0288784955835765,"{""complexity"": 12, ""loss"": 0.014207222, ""raw_expression"": ""((q * 1.4973984) + (d + q)) / (d + 0.33993348)"", ""score"": 0.0288784955835765}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082303,0,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082303,2.887908,1,0.17308809,0.0,"{""complexity"": 1, ""loss"": 0.17308809, ""raw_expression"": ""2.887908"", ""score"": 0.0}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082303,1,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082303,q * 2.5501144,3,0.066217236,0.48042993203166007,"{""complexity"": 3, ""loss"": 0.066217236, ""raw_expression"": ""q * 2.5501144"", ""score"": 0.48042993203166007}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082303,2,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082303,(q * 2.076328) + 0.5454985,5,0.06021663,0.04749611578959524,"{""complexity"": 5, ""loss"": 0.06021663, ""raw_expression"": ""(q * 2.076328) + 0.5454985"", ""score"": 0.04749611578959524}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082303,3,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082303,(q * (q - 0.25523034)) + 1.8769411,7,0.060178638,0.0003155605854962686,"{""complexity"": 7, ""loss"": 0.060178638, ""raw_expression"": ""(q * (q - 0.25523034)) + 1.8769411"", ""score"": 0.0003155605854962686}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082303,4,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082303,(0.60971117 + q) + (q / d),8,0.01548288,1.3575825414733975,"{""complexity"": 8, ""loss"": 0.01548288, ""raw_expression"": ""(0.60971117 + q) + (q / d)"", ""score"": 1.3575825414733975}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082303,5,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082303,"(q + q) + (pow_positive_base(d, -2.1694164) * 0.5699761)",11,0.010473639,0.1302911228009607,"{""complexity"": 11, ""loss"": 0.010473639, ""raw_expression"": ""(q + q) + (pow_positive_base(d, -2.1694164) * 0.5699761)"", ""score"": 0.1302911228009607}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082304,0,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082304,2.887938,1,0.17308809,0.0,"{""complexity"": 1, ""loss"": 0.17308809, ""raw_expression"": ""2.887938"", ""score"": 0.0}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082304,1,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082304,q - -1.7597576,3,0.09054491,0.3239773424718425,"{""complexity"": 3, ""loss"": 0.09054491, ""raw_expression"": ""q - -1.7597576"", ""score"": 0.3239773424718425}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082304,2,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082304,q / 0.3921492,4,0.06621724,0.31290511871240384,"{""complexity"": 4, ""loss"": 0.06621724, ""raw_expression"": ""q / 0.3921492"", ""score"": 0.31290511871240384}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082304,3,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082304,(q * 2.0758553) - -0.54601884,5,0.06021664,0.09499212591935394,"{""complexity"": 5, ""loss"": 0.06021664, ""raw_expression"": ""(q * 2.0758553) - -0.54601884"", ""score"": 0.09499212591935394}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082304,4,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082304,(q / d) - -1.7597576,6,0.041615386,0.36947877142349733,"{""complexity"": 6, ""loss"": 0.041615386, ""raw_expression"": ""(q / d) - -1.7597576"", ""score"": 0.36947877142349733}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082304,5,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082304,exp(sqrt(q / d)),9,0.027603991,0.13683653031268841,"{""complexity"": 9, ""loss"": 0.027603991, ""raw_expression"": ""exp(sqrt(q / d))"", ""score"": 0.13683653031268841}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082304,6,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082304,"exp(pow_positive_base(q / d, 0.48903024))",11,0.027467165,0.002484536215991961,"{""complexity"": 11, ""loss"": 0.027467165, ""raw_expression"": ""exp(pow_positive_base(q / d, 0.48903024))"", ""score"": 0.002484536215991961}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082305,0,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082305,2.887908,1,0.17308809,0.0,"{""complexity"": 1, ""loss"": 0.17308809, ""raw_expression"": ""2.887908"", ""score"": 0.0}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082305,1,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082305,q * 2.5501144,3,0.066217236,0.48042993203166007,"{""complexity"": 3, ""loss"": 0.066217236, ""raw_expression"": ""q * 2.5501144"", ""score"": 0.48042993203166007}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082305,2,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082305,(q + 0.26270556) * 2.076426,5,0.060216665,0.047495825172287134,"{""complexity"": 5, ""loss"": 0.060216665, ""raw_expression"": ""(q + 0.26270556) * 2.076426"", ""score"": 0.047495825172287134}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082305,3,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082305,(2.5744708 - d) + square(q),7,0.018461283,0.5911367064814969,"{""complexity"": 7, ""loss"": 0.018461283, ""raw_expression"": ""(2.5744708 - d) + square(q)"", ""score"": 0.5911367064814969}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082305,4,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082305,"pow_positive_base(d, -1.3710244) + (q * 1.6314999)",9,0.013003688,0.17522135937427002,"{""complexity"": 9, ""loss"": 0.013003688, ""raw_expression"": ""pow_positive_base(d, -1.3710244) + (q * 1.6314999)"", ""score"": 0.17522135937427002}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082305,5,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,2026082305,"(pow_positive_base(q, 1.7648573) + 2.6228747) - square(d)",11,0.005960392,0.39004837940485354,"{""complexity"": 11, ""loss"": 0.005960392, ""raw_expression"": ""(pow_positive_base(q, 1.7648573) + 2.6228747) - square(d)"", ""score"": 0.39004837940485354}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082301,0,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,2026082301,2.236543,1,0.44332948,0.0,"{""complexity"": 1, ""loss"": 0.44332948, ""raw_expression"": ""2.236543"", ""score"": 0.0}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082301,1,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,2026082301,q * 2.4956172,3,0.0253764,1.430246816263395,"{""complexity"": 3, ""loss"": 0.0253764, ""raw_expression"": ""q * 2.4956172"", ""score"": 1.430246816263395}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082301,2,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,2026082301,"pow_positive_base(2.4182336, q)",5,0.020320006,0.11110684513398732,"{""complexity"": 5, ""loss"": 0.020320006, ""raw_expression"": ""pow_positive_base(2.4182336, q)"", ""score"": 0.11110684513398732}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082301,3,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,2026082301,exp(q) * 0.8752973,6,0.017724933,0.13663362554657238,"{""complexity"": 6, ""loss"": 0.017724933, ""raw_expression"": ""exp(q) * 0.8752973"", ""score"": 0.13663362554657238}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082301,4,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,2026082301,"pow_positive_base(q, q) * 2.2812493",7,0.01659587,0.06581842321213648,"{""complexity"": 7, ""loss"": 0.01659587, ""raw_expression"": ""pow_positive_base(q, q) * 2.2812493"", ""score"": 0.06581842321213648}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082301,5,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,2026082301,(q - (d + -0.10159319)) + (q + 1.4058459),9,0.008127552,0.3569470490101441,"{""complexity"": 9, ""loss"": 0.008127552, ""raw_expression"": ""(q - (d + -0.10159319)) + (q + 1.4058459)"", ""score"": 0.3569470490101441}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082301,6,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,2026082301,(q + 1.4986085) * sqrt(q / d),10,0.0077237864,0.050955061088194815,"{""complexity"": 10, ""loss"": 0.0077237864, ""raw_expression"": ""(q + 1.4986085) * sqrt(q / d)"", ""score"": 0.050955061088194815}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082301,7,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,2026082301,((1.2297827 - d) + exp(q)) + (q * -0.54167765),12,0.0036311063,0.3773836712166657,"{""complexity"": 12, ""loss"": 0.0036311063, ""raw_expression"": ""((1.2297827 - d) + exp(q)) + (q * -0.54167765)"", ""score"": 0.3773836712166657}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082302,0,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,2026082302,2.236538,1,0.44332948,0.0,"{""complexity"": 1, ""loss"": 0.44332948, ""raw_expression"": ""2.236538"", ""score"": 0.0}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082302,1,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,2026082302,q + 1.3474462,3,0.15642498,0.5208683533764873,"{""complexity"": 3, ""loss"": 0.15642498, ""raw_expression"": ""q + 1.3474462"", ""score"": 0.5208683533764873}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082302,2,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,2026082302,q / 0.4006972,4,0.025376402,1.8187568469604332,"{""complexity"": 4, ""loss"": 0.025376402, ""raw_expression"": ""q / 0.4006972"", ""score"": 1.8187568469604332}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082302,3,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,2026082302,(q * 2.2983358) + 0.1931017,5,0.021958724,0.1446551777606843,"{""complexity"": 5, ""loss"": 0.021958724, ""raw_expression"": ""(q * 2.2983358) + 0.1931017"", ""score"": 0.1446551777606843}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082302,4,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,2026082302,exp(q + -0.12981504),6,0.017662793,0.2177041726153307,"{""complexity"": 6, ""loss"": 0.017662793, ""raw_expression"": ""exp(q + -0.12981504)"", ""score"": 0.2177041726153307}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082302,5,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,2026082302,"pow_positive_base(q, q) * 2.2812312",7,0.01659587,0.062306467464051093,"{""complexity"": 7, ""loss"": 0.01659587, ""raw_expression"": ""pow_positive_base(q, q) * 2.2812312"", ""score"": 0.062306467464051093}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082302,6,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,2026082302,(1.3813273 / d) + square(q),8,0.006725025,0.9033182262740073,"{""complexity"": 8, ""loss"": 0.006725025, ""raw_expression"": ""(1.3813273 / d) + square(q)"", ""score"": 0.9033182262740073}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082302,7,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,2026082302,"(q + pow_positive_base(q, 1.2108077)) - (d + -1.5184807)",11,0.0048663127,0.1078330461429357,"{""complexity"": 11, ""loss"": 0.0048663127, ""raw_expression"": ""(q + pow_positive_base(q, 1.2108077)) - (d + -1.5184807)"", ""score"": 0.1078330461429357}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
