candidate_instance_id,trial_id,candidate_rank,campaign_id,search_phase,variables_json,stage,task,outer_fold_index,inner_fold_index,seed,raw_expression,canonical_expression,parameter_template_expression,parameter_initial_values_json,structure_signature,reference_scale_signature,algebraic_family_id,structure_family_id,reference_scale_family_id,prediction_family_id,normalized_complexity,raw_ast_complexity,raw_ast_depth,free_constant_count,variable_support_json,structural_status,numeric_physics_status,domain_certification_status,freeze_eligible,eligibility_scope,rejection_reasons_json,loss,score,machine_protocol_sha256,execution_supplement_sha256,shape_expansion_decision_sha256
CAND_e7350ae76f932364db62,peak_q_d__outer00__inner00__seed2026082302,4,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,0,2026082302,(q + (1.5021708 / d)) + 0.20334238,1.0*q + 0.20334238 + 1.5021708/d,p0 + q + p1/d,"[{""initial_value"":0.20334238,""name"":""p0"",""role"":""value""},{""initial_value"":1.5021708,""name"":""p1"",""role"":""value""}]",p0 + q + p1/d,1.0*q + 0.20334238 + 1.5021708/d,ALG_bb49052060deb020,STRUCT_def7633701c7b5de,REF_bb49052060deb020,PRED_bb49052060deb020,8,8,3,2,"[""d"",""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.03483628,0.06705162204739508,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_95fa8c10498aa92bee82,peak_q_d__outer00__inner00__seed2026082302,5,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,0,2026082302,exp(sqrt(q / d)),exp(sqrt(q)/sqrt(d)),exp(sqrt(q)/sqrt(d)),[],exp(sqrt(q)/sqrt(d)),exp(sqrt(q)/sqrt(d)),ALG_3bfbf3b2112f8648,STRUCT_3bfbf3b2112f8648,REF_3bfbf3b2112f8648,PRED_1f48803e6fc8166e,11,9,3,0,"[""d"",""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.027603991,0.23269900874178187,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_eaf7da77e5cf7d3e3a83,peak_q_d__outer00__inner00__seed2026082302,6,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,0,2026082302,((q / d) + 0.6199411) + (q * 0.9729468),0.9729468*q + 0.6199411 + 1.0*q/d,p0 + p1*q + q/d,"[{""initial_value"":0.6199411,""name"":""p0"",""role"":""value""},{""initial_value"":0.9729468,""name"":""p1"",""role"":""value""}]",p0 + p1*q + q/d,1.0*q + 0.637178826221537 + 1.02780542574373*q/d,ALG_1b39975edd77f309,STRUCT_e23994ccf191b484,REF_62d7f06b4606992d,PRED_0be7cada7334985c,10,10,3,2,"[""d"",""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.015051948,0.6064529456837812,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_e086dccbaaa95e08e784,peak_q_d__outer00__inner00__seed2026082302,7,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,0,2026082302,((q * 1.4973984) + (d + q)) / (d + 0.33993348),(1.0*d + 2.4973984*q)/(1.0*d + 0.33993348),(d + p0*q + q)/(d + p1),"[{""initial_value"":1.4973984,""name"":""p0"",""role"":""value""},{""initial_value"":0.33993348,""name"":""p1"",""role"":""value""}]",(d + p0*q + q)/(d + p1),(1.0*d + 2.4973984*q)/(1.0*d + 0.33993348),ALG_25fe16abc0d5720b,STRUCT_f25279b03d5f97dc,REF_25fe16abc0d5720b,PRED_25fe16abc0d5720b,12,12,3,2,"[""d"",""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.014207222,0.0288784955835765,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_ca80222ae0a0a7abedd8,peak_q_d__outer00__inner00__seed2026082303,0,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,0,2026082303,2.887908,2.88790800000000,p0,"[{""initial_value"":2.887908,""name"":""p0"",""role"":""value""}]",p0,2.88790800000000,ALG_49c20d2a6aec1953,STRUCT_5134e09694de2ff3,REF_49c20d2a6aec1953,PRED_2c6ea52d4ed961f4,1,1,0,1,[],FAIL,NOT_RUN,NOT_RUN_STRUCTURAL_REJECT,False,INELIGIBLE_FOR_SELECTION,"[""NO_ALLOWED_VARIABLE_SUPPORT""]",0.17308809,0.0,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_91f7d338a378c607283c,peak_q_d__outer00__inner00__seed2026082303,1,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,0,2026082303,q * 2.5501144,2.5501144*q,p0*q,"[{""initial_value"":2.5501144,""name"":""p0"",""role"":""value""}]",q,q,ALG_79bfde4ce3f73f2c,STRUCT_e0a4043694a618e7,REF_e0a4043694a618e7,PRED_fc30a704c84225f2,3,3,1,1,"[""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.066217236,0.48042993203166007,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_16015fae588daee66626,peak_q_d__outer00__inner00__seed2026082303,2,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,0,2026082303,(q * 2.076328) + 0.5454985,2.076328*q + 0.5454985,p0 + p1*q,"[{""initial_value"":0.5454985,""name"":""p0"",""role"":""value""},{""initial_value"":2.076328,""name"":""p1"",""role"":""value""}]",p0 + p1*q,1.0*q + 0.262722700844953,ALG_ffd3da69de7565f4,STRUCT_7e08398d54a82822,REF_4857819f333f29dd,PRED_1946cb41c6bf8d39,5,5,2,2,"[""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.06021663,0.04749611578959524,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_7679c2db3913f89e6056,peak_q_d__outer00__inner00__seed2026082303,3,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,0,2026082303,(q * (q - 0.25523034)) + 1.8769411,1.0*q**2 - 0.25523034*q + 1.8769411,-p0*q + p1 + q**2,"[{""initial_value"":0.25523034,""name"":""p0"",""role"":""value""},{""initial_value"":1.8769411,""name"":""p1"",""role"":""value""}]",-p0*q + p1 + q**2,1.0*q**2 - 0.25523034*q + 1.8769411,ALG_a820a0d958d45757,STRUCT_22b4b99fdd8363d5,REF_a820a0d958d45757,PRED_a820a0d958d45757,11,7,3,2,"[""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.060178638,0.0003155605854962686,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_98a066131e09b2837bfd,peak_q_d__outer00__inner00__seed2026082303,4,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,0,2026082303,(0.60971117 + q) + (q / d),1.0*q + 0.60971117 + 1.0*q/d,p0 + q + q/d,"[{""initial_value"":0.60971117,""name"":""p0"",""role"":""value""}]",p0 + q + q/d,1.0*q + 0.60971117 + 1.0*q/d,ALG_84507202f4b5b65e,STRUCT_fd41fa79596791bf,REF_84507202f4b5b65e,PRED_c3673898f55b3616,8,8,2,1,"[""d"",""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.01548288,1.3575825414733975,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_529d3962e53f5ab2edfe,peak_q_d__outer00__inner00__seed2026082303,5,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,0,2026082303,"(q + q) + (pow_positive_base(d, -2.1694164) * 0.5699761)",0.5699761/d**2.1694164 + 2.0*q,d**p0*p1 + 2*q,"[{""initial_value"":-2.1694164,""name"":""p0"",""role"":""fitted_exponent""},{""initial_value"":0.5699761,""name"":""p1"",""role"":""value""}]",d**p0*p1 + 2*q,1.0/d**2.1694164 + 3.50891905818507*q,ALG_d1a1ed7639eff552,STRUCT_3734d4f44de9d394,REF_46f13bccb19b3ae5,PRED_d1a1ed7639eff552,11,11,3,2,"[""d"",""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.010473639,0.1302911228009607,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_ee14bd6cc7dcb48ab2c1,peak_q_d__outer00__inner00__seed2026082304,0,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,0,2026082304,2.887938,2.88793800000000,p0,"[{""initial_value"":2.887938,""name"":""p0"",""role"":""value""}]",p0,2.88793800000000,ALG_fc274e56c65cd941,STRUCT_5134e09694de2ff3,REF_fc274e56c65cd941,PRED_2c6ea52d4ed961f4,1,1,0,1,[],FAIL,NOT_RUN,NOT_RUN_STRUCTURAL_REJECT,False,INELIGIBLE_FOR_SELECTION,"[""NO_ALLOWED_VARIABLE_SUPPORT""]",0.17308809,0.0,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_07fc3e271c80af692089,peak_q_d__outer00__inner00__seed2026082304,1,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,0,2026082304,q - -1.7597576,1.0*q + 1.7597576,-p0 + q,"[{""initial_value"":-1.7597576,""name"":""p0"",""role"":""value""}]",-p0 + q,1.0*q + 1.7597576,ALG_4eeda7e348351e13,STRUCT_75aa314f3e415693,REF_4eeda7e348351e13,PRED_4eeda7e348351e13,5,3,1,1,"[""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.09054491,0.3239773424718425,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_d7dde450334610b4d4dd,peak_q_d__outer00__inner00__seed2026082304,2,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,0,2026082304,q / 0.3921492,2.55004982797364*q,q/p0,"[{""initial_value"":0.3921492,""name"":""p0"",""role"":""value""}]",q,q,ALG_243edb99b45cb13b,STRUCT_e0a4043694a618e7,REF_e0a4043694a618e7,PRED_fc30a704c84225f2,4,4,1,1,"[""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.06621724,0.31290511871240384,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_37fbf8f7a244dcb64417,peak_q_d__outer00__inner00__seed2026082304,3,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,0,2026082304,(q * 2.0758553) - -0.54601884,2.0758553*q + 0.54601884,-p0 + p1*q,"[{""initial_value"":-0.54601884,""name"":""p0"",""role"":""value""},{""initial_value"":2.0758553,""name"":""p1"",""role"":""value""}]",-p0 + p1*q,1.0*q + 0.263033189259386,ALG_dfd299e386260045,STRUCT_7b75fffa14cbe12b,REF_57205f25043ac45b,PRED_1946cb41c6bf8d39,7,5,2,2,"[""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.06021664,0.09499212591935394,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_3a6575de801e6141d8f8,peak_q_d__outer00__inner00__seed2026082304,4,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,0,2026082304,(q / d) - -1.7597576,1.7597576 + 1.0*q/d,-p0 + q/d,"[{""initial_value"":-1.7597576,""name"":""p0"",""role"":""value""}]",-p0 + q/d,1.0 + 0.568260083093262*q/d,ALG_ec24fa96f29749f0,STRUCT_9b4f0d5dd2960c6a,REF_758dd86f732bea57,PRED_ec24fa96f29749f0,8,6,2,1,"[""d"",""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.041615386,0.36947877142349733,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_39bab2302124abbcc9ba,peak_q_d__outer00__inner00__seed2026082304,5,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,0,2026082304,exp(sqrt(q / d)),exp(sqrt(q)/sqrt(d)),exp(sqrt(q)/sqrt(d)),[],exp(sqrt(q)/sqrt(d)),exp(sqrt(q)/sqrt(d)),ALG_3bfbf3b2112f8648,STRUCT_3bfbf3b2112f8648,REF_3bfbf3b2112f8648,PRED_1f48803e6fc8166e,11,9,3,0,"[""d"",""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.027603991,0.13683653031268841,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_5bd86adee38f29bebfde,peak_q_d__outer00__inner00__seed2026082304,6,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,0,2026082304,"exp(pow_positive_base(q / d, 0.48903024))",exp(q**0.48903024/d**0.48903024),exp(q**p0/d**p0),"[{""initial_value"":0.48903024,""name"":""p0"",""role"":""fitted_exponent""}]",exp(q**p0/d**p0),exp(q**0.48903024/d**0.48903024),ALG_98db53053254d76d,STRUCT_b83621993171e348,REF_98db53053254d76d,PRED_1f48803e6fc8166e,16,11,3,1,"[""d"",""q""]",FAIL,NOT_RUN,NOT_RUN_STRUCTURAL_REJECT,False,INELIGIBLE_FOR_SELECTION,"[""COMPLEXITY_EXCEEDED""]",0.027467165,0.002484536215991961,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_c51dd12552151143a682,peak_q_d__outer00__inner00__seed2026082305,0,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,0,2026082305,2.887908,2.88790800000000,p0,"[{""initial_value"":2.887908,""name"":""p0"",""role"":""value""}]",p0,2.88790800000000,ALG_49c20d2a6aec1953,STRUCT_5134e09694de2ff3,REF_49c20d2a6aec1953,PRED_2c6ea52d4ed961f4,1,1,0,1,[],FAIL,NOT_RUN,NOT_RUN_STRUCTURAL_REJECT,False,INELIGIBLE_FOR_SELECTION,"[""NO_ALLOWED_VARIABLE_SUPPORT""]",0.17308809,0.0,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
